scenario_factor,EC_mix_kgCO2e_m3,rho_d_kg_m3
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1065.6904492179544,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,1061.5971920585707,1688.27726809378
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
